text,score
gawd this whole gujarat elections have been about mandir janeu neech and pakistan hand sums up mainland politi xe x xa,0
ndid not iyer the person who went to pakistan and request help to topple a legitimate government in in xe x xa,0
rt neech n n xe xa xb xe xa xb xe xa x xe xa xbe xe xa xb xe xa x xe xa x xe xa xa xe xa x b xe xa xb xe xa xb xe xa x xe xa xb xe xa xbe xe xa x c xe xa xa xe xa x xe xa xa xe xa xbf xe xa x f xe xa x xe xa xa xe xa xb xe xa xab xe xa xa xe xa xbf xe xa xb xe xa x d xe xa xa xe xa x b xe xa xb xe xa xb xe xa x xe xa xa xe xa xb xe xa xbe xe xa xae xe xa xaa xe xa xbe xe xa xb xe xa x c xe xa x xe xa x xe xa xbe xe xa x xe xa xb xe xa x d xe xa xb xe xa xae xe xa xa xe xa x xe xa xa xe xa xbc xe xa xb xe xa xbe xe xa xa xe xa xbf xe xa xaf xe xa xbe xe xa x xe xa xb xe xa xa xe xa x xe xa xb xe xa xb xe xa x xe xa xa xe xa xb xe xa xab xe xa xa xe xa x b xe xa xb xe xa x xe xa xb xe xa xbe xe xa xae xe xa xb xe xa xb xe xa x xe xa xae xe xa x xe xa xbe xe xa x xe xa xb xe xa x d xe xa xb xe xa xae xe x xa,0
rt calling a pm xe x x neech xe x x lowers dignity of office of pm but affect on dignity of office substantially higher when pm indulges in xe x xa,0
rt we have a lot to learn from you sir about the power or tolerance nthe nation stands behind the neech cha xe x xa,0
your culture might teach you to call each neech can you call your leader neech whom you seem to worship,2
rt breaks social media break to tweet this n nmani shankar aiyar has successfully carved a neech oops niche for himself i xe x xa,0
rt with all desperate tactics of hardik cd rahul somnath register neech aadmi pak wants cong khilji aurangzeb ki aulad xe x xa,0
that interpretation says a lot about your neech sanghi shit filled brain,2
rt u know it xe x x s newindia when n xe x xa goes to temples n xe x xa no issue in gujaratelection n xe x xa manishankaraiyar suspend xe x xa,0
congress touched new low in gujrat election n neech politics n meeting pakistan delegation n cast polit xe x xa,0
another neech equivalent racist remark by,0
rt proud of indian democracy a man born in poverty by his hard work honesty record of governance is elected xe x xa,0
har taraf nafrat kyun hai pyar hai hi nahin love is important,0
he belongs in the bjp it cell undoubtedly cretins like him deceive dalit into the hin xe x xa,1
chalo aab to mushroom bhi aa gaye so any party which promise to give mushrooms to voters must win election npak xe x xa,0
rt a person who rates women and calls them crore ki girlfriend surely qualifies to be called neech nkuch galat n xe x xa,2
rt manishankaraiyar xe xa x xe xa x xe xa xac xe xa xaf xe xa xbe xe xa xa xe xa x xe xa x xe xa xac xe xa xbe xe xa xa xe xa x f xe xa x xe xa xb xe xa x a xe xa x d xe xa x a xe xa x xe xa x xe xa xbe xe xa x xe xa x xe xa x d xe xa xb xe xa x xe xa xb xe xa x xe xa x xe xa x xe xa xb xe xa xbe xe xa xae xe xa x xe xa xbe xe xa xb xe xa xbe xe xa xb xe xa x xe xa xb xe xa x xe xa xbe xe xa x xe xa xa xe xa x xe xa x xe xa xb xe xa xae xe xa xa xe xa xbf xe xa xb xe xa x xe xa x xe xa xb xe xa xb xe xa x xe xa xb xe xa xb xe xa xbe xe xa xb xe xa x xe xa x xe xa xb xe xa xa xe xa x xe xa xae xe xa xb xe xa x b xe xa x xe xa x b xe xa x xe xa xbe xe xa xb xe xa xbe xe xa xb xe xa xa xe xa x xe x xa,0
lutyens srini i dont care if govt wins gujrat or not but ndtv conspiracy theories and as lic xe x xa,0
whether neech is big abuse or jhutha,0
it s obvious kashmir is slowly but surely turning away from pak sponsored jihad both isi amp,0
beta isse pata chalta hai tu kisi gutter chap ki paidais hai hai aur koi neech hi ter xe x xa,2
rt mitron mujhe chai wala bola sobs n n mitron mujhe neech bola n sobs n n mitron meri supari di n sobs n nsalla inch k xe x xa,2
wo sab jane do n neech kyon bola nsab se bada mudda ye hai n xf x f x x xf x f x x,0
sagarika tu bhi trap ho gayi hai get out now,0
rt prime minister modi gujarat campaign nvote for me n i am poor n i was chaiwala n my family has humble origins n i have in xe x xa,0
modi promised a newindia during polls but this noise around neech and manmohansingh dinner with pakistani xe x xa,0
neech remark ramdev says wrong to discriminate on basis of caste n,0
rt pls see this video as to how gujaratis are reacting to things like neech pakistan conspiracy etc they say modi has been d xe x xa,0
rt sardana shocking no body can think javed can say this embarrassing can any learned man spell this xe x xa,0
rt baba mitron mujhe chai wala bola sobs xf x f x xad xf x f x xad xf x f x xad xf x f x xad xf x f x xad n n mitron mujhe neech bola nsobs xf x f x xad xf x f x xad xf x f x xad xf x f x xad xf x f x xad n n mitron meri supari di nsobs xf x f x xad xf x f x xad xf x f x xad xf x f x xad xf x f x xad n nsal xe x xa,0
rt mitron mujhe chai wala bola sobs n n mitron mujhe neech bola n sobs n n mitron meri supari di n sobs n nsalla inch ka p xe x xa,2
dinner on th and the neech remark on th,0
bhabhi uffff zeba raand teri bur ko jhamke chodoonga,2
maine kaha ki aaj to na main tumhein chodoonga na tumhari gaand maaroonga aaj main tumhein jeebh se chaat kar maza xe x xa,2
maine kaha ki aaj to na main tumhein chodoonga na tumhari gaand maaroonga aaj main tumhein jeebh se chaat kar maza xe x xa,2
priya katil india xe x xa,0
rt uffff bhosidki archana tuje aisi chodoonga mera lauda se teri choot fategi aaj,2
uffff bhosidki archana tuje aisi chodoonga mera lauda se teri choot fategi aaj,2
randi hhh teri pichwada bhi aisi chodoonga,2
hhh randi tuje aisi chodoonga teri gaand tho fati jayegi sirf palank kya,2
maine kaha ki aaj to na main tumhein chodoonga na tumhari gaand maaroonga aaj main tumhein jeebh se chaat kar maza xe x xa,2
rt priya katil india xe x xa,0
tumhein jeebh se chaat kar mazaa doonga maine kaha ki aaj to na main tumhein chodoonga na tumhari gaand maaroonga xe x xa,2
maine kaha ki aaj to na main tumhein chodoonga na tumhari gaand maaroonga aaj main tumhein jeebh se chaat kar maza xe x xa,2
teri sawari mi karoonga meri raand le teri choot aisi chodoonga thu chal nahi paogi,2
rt maine kaha ki aaj to na main tumhein chodoonga na tumhari gaand maaroonga aaj main tumhein jeebh se chaat kar mazaa do xe x xa,2
jaat xe x xa,0
rt asiff tere jaisa gaandu fan ni h ye njo fake vdo bana ra h tu saale jhant ke baal see his fanship n xe x xa,2
beta tum muglistan kyo nahi chle jate yaha jhant ukhad rahe ho,2
jaat xe x xa,0
bapat chutiya panti ki bi had hoti hai yar jhant logo ki jhant fa xe x xa,2
abe choduo kya jhant bat kare be tum log hawle salo aukat me raho apni chutiyo,2
abe lund fakir chin ek communist desh hai usse apne nagrik ko kahi bhi job deni hai t xe x xa,2
be chooti ye crowed nahi crowd hota hai jhant ka patrakar ho kya,2
jaat javahar xe x xa,0
soch chines sher tere baap ke ghar me ghuskr r xe x xa,0
s fakina ke dogis sirf k me hi khus hogai kya jhant fans ho tum jhandu log fans xe x xa,2
jhant bhai babar akbar jehangir shahajehan aurangzeb rahul pappu ndynastic lineage acc xe x xa,2
jaat javahar xe x xa,0
thats way out of my depth i was speaking as the owner of more than one jhant which i always meani xe x xa,2
me aur bhai life kaisi chal rahi nfriend zindagi jhant jawani pagal,2
tuley ki jhant,2
chutiya hai tu ka jhant phad lenaukaat hai to,2
jhant bana k aao tab pelenge,0
jhant ka baal nhi he tu srk ka,2
i think plural is still jhant,0
but you are correct it was a typo it must be xe xa xae xe xa xbe xe xa xb xe xa xa xe xa xbe and splitting jhants is totally appropriate on thi xe x xa,2
vinay khan xe x xa,0
haan jhant baat karni chahiye padhe chutiye liberal gandu,2
enough of jhant chutiya,2
i said u don t go into religion acha ek hi example tujhe kashmir dekh raha haina army xe x xa,1
there baap ko bhi condom pehna chahiye tha chipkali ki jhant,2
vinay khan xe x xa,0
soul teri gand me danda bhosdiwale ntu uski jhant ke barsbar bhi nahi he nlove you,2
lagta h aap ki jhant nhi h iska mtlb aap ki boor me bahut nikhar hoga,2
abe chipkali ki jhant din wait kar aur apni aukaat mein aa jaayega xf x f x x,2
asiff tere jaisa gaandu fan ni h ye njo fake vdo bana ra h tu saale jhant ke baal see his fanship n,2
haa jhant ke baal khade ho gaye xf x f x x xf x f x x xf x f x x xf x f x x xf x f x x xf x f x x xf x f x x xf x f x x,2
jhant bhar ki party split bhi ho gaye to bal hi bachenge,2
jaat xe x xa,0
jaat xe x xa,0
jhant si cheez ka mudda to dekho in haramiyon ko log mar rahe hain rape ho rahe h uski kii chinta nhi,2
ji abe laddu lal desh ki janta ko acchai ya burai samjh aati hai xe x xa,0
rt strange evil abe lund ke toppo nsuar ki jhant tere maa mein lund deke bhen ko pregnant krdunga nbhas xe x xa,2
jhant nahi,2
apna tl dekh le aapiye gujarat me jhant bhi nahi milega,2
rohit ab tera kya hoga bgadwe nbjp to gaya teri aukat jhant ke barabar ho gaya munne,2
jaat xe x xa,0
dil tereko cricket ki jhant samjh hai nja chup chap madrasa me jake mullo ki baat sun,2
jhant jala di,2
tatti jaisi sakal hai teri jhant jaise baal ek tu hi chutiya hai lodu or tera baap kangaal,2
bhai hum to aaj bhi un bekasuro ko maarte hai aur aaghe bhi maarenge jhant ka baal ukhad lo,2
rt thats way out of my depth i was speaking as the owner of more than one jhant which i always meaning twice xe x xa,2
virushka naam sunke hi jhant me aag lag jaati hai xf x f x xb xf x f x xb xf x f x xb,2
kabhi koi dalit jhant bhi ukhad paya h kya,2
jaat xe x xa,0
news wo jhant se nahi cross hoga cr,2
abe lund ke toppo nsuar ki jhant tere maa mein lund deke bhen ko pregnant krdunga xe x xa,2
hina jhant suarni,2
is chut tarike ko bolo mooh sambhale did any court convict him mc tumhari governm xe x xa,2
abe chutiya ho kya kuch bhi bolte rahte ho teri ma ki jhant jali hogi tere post se,2
ind bhagat xe x xa,0
xe xa x xe xa xac xe xa xa xe xa x xe xa x xe xa x b xe xa xae xe xa x xe xa xb xe xa x d xe xa xb xe xa x b xe xa x xe xa x xe xa x jhant xe xa x xe xa x xe xa xb xe xa x xe xa xb xe xa x xe xa xb xe xa x xe xa xa xe xa x xe xa xb xe xa x xe x xba xef xb x f xe x xba xef xb x f xf x f x x c xf x f x x c,0
bapat jhant itna to mai ek din me kamata hu abtu jalna mat,2
isliye rahul gandhi aaj jhant ukhad rha hh,2
shubhamgaur we have pur eyes open but u become a pappu jhant and can t see f xe x xa,2
india ki govt hi chutiya h bc cr janta k liye jhant barabar doctor h koi sunne wala hi ni h,2
abhey jhant key baal nhe is the same guy who con xe x xa,0
jaali na teri mulle chipkali ki jhant saala,1
rt me aur bhai life kaisi chal rahi nfriend zindagi jhant jawani pagal,2
congress tumhare aise rahul i jhant ke balon se bhari padi hai,2
manu abe chutye mulle ja na apni maaa se pooch tu baap ki paida ishq h ya mama ki xf x f x x xf x f x x,1
wo sirf hinduon ke festival me hi band hai ye mulle kuchh bhi kare band nahi,1
sumitmishra mushroom khiladiyo kya tujhe bhi mulle,1
school dress mein hi chod dala building ke naye mulle watchmen ne meri bahen ko,1
musalmaan perhasne sepahle soch jara aajpoori duniya ka heerohai,1
n sharma jyaada deep m mt jaaye nhi to aap bhi musalmaan ho jaoge jo bhi jya xe x xa,1
jo bahadur the vo balidaan ho gaye jo kayar the vo musalmaan ho gaye,1
saala ladengye dono aapas mei xf x f x x aur maarengye musalmaan ko xf x f x xa xf x f x xa xf x f x xa xf x f x xa xf x f x xa xf x f x xa xf x f x xa xf x f x xa xf x f x xa xf x f x xa xf x f x xa xf x f x xa xf x f x xa xf x f x xa xf x f x x xf x f x xa xf x f x xa xf x f x x,1
aur sun bhaduwe jadhe hue landd musalmaan k naam pe kalank ngaandu ntere tarah harr insa xe x xa,1
tum musalmaan nahi ho,1
kitne besarm hai log in mamlo ko v hindu musalmaan krdiya socho apne desh me kitna ghat xe x xa,1
musalmaan kin rahon par chal pada very emotional bayan islamic videos islamic history urdu hindi via,1
nationalist baat hindu musalmaan ki nahi lekin hatyara koi bhi ho agar dharm ke naam par haya ka xe x xa,0
isis may jo bhi log hai mere hisaab se woh musalmaan toh nahi hai aise logo ka koi ma xe x xa,1
rt desh mei nafrat ka bij bo kar sabka sath sabke vikad ki baat karte ho aur jab kahi election hota hai to shams xe x xa,0
musalmano ka har firqa ek doosray ko kaafir kehta hai n n iqbal n naik kaafir hi hai jo hum sbko musalmaan kehta hy,1
rt aaj humare hi mulk mein humko sirf isliye nishana banaya ja raha hai ki hum musalmaan hain markaz mein aisi hukumat hai jo aisi so xe x xa,1
maliks siab bhai tafreeq say xe x xa,0
rt martyrsinsulted nnobody knows about the actual way of worship of the complete god not even the hindu guru kaazi hazrat m xe x xa,1
hatya ko justified kiya jaa sakta ha xe x xa,0
i added a video to a playlist musalmaan kin rahon par chal pada very emotional bayan islamic,0
rt in ind tum to ab ye bhi bol sakte ho rahul musalmaan aur musalmaan atankwaadi hain i am xe x xa,1
don xe x x t raise such things now modi hindu musalmaan banna degaa bjp list in gujarat and looking for a communal card,1
rt jo musalmaan puri duniya me karte hai uska reaction hai,1
ind tum to ab ye bhi bol sakte ho rahul musalmaan aur musalmaan atankwaadi hai xe x xa,1
jala diya tha usse aag hi aag hot as hell,0
musalmaan hoon dafnana hai jalana nai,0
in but aap hi log to xe x xa,0
ynkii tb to ye v pata hoga ki is desh ka e xe x xa,0
rt communal criminal modi musalmaan ka khelaaf zahar ugal raha hai dalit popularfront,1
nationalist sab aadmi hindu nahi hain sab hindu aadmi nahi hain sab aadmi mus xe x xa,1
rt me asad apni nazar ko jhukaa kar chalow takey pataa lagey xf x f x x a n n yeh koi aaam insan nahi musalmaan hai xf x f x x a n n a s a d,1
yaha mandir mandir or bahr jakr musalmaan bann jata he gaddar he ye,1
aaj humare hi mulk mein humko sirf isliye nishana banaya ja raha hai ki hum musalmaan hain markaz mein aisi hukumat xe x xa,1
toto keya aaj kitne musalmaan dar ker b j p ke liye kaam ker rahe hai ye bhi unhi me ek hai,1
aditi hahaha musalmaan,0
acha musalmaan banna hai xe x d xa xef xb x f ninshallah,0
communal criminal modi musalmaan ka khelaaf zahar ugal raha hai dalit popularfront,1
rt ikram ye siksha wala mudda kaam nehi karega election jeetna hain toh ye do mudda jaruru hain n n mandir chahi xe x xa,1
pop jhon pall baaz aa ja warna is baar itney jootey pareingey k musalmaan ho jai ga tu,1
naresh yaadav baat karenge vikas ki auurr chunaav ka mudda banayenge mandir masjid hindu xe x xa,0
rahul gandhi ka grandfather firoj khan ek miyan musalmaan tha to phir rahul gandhi gandhi or hindu kaise huva xe x xa,1
aaj humare hi mulk mein humko sirf isliye nishana banaya ja raha hai ki hum musalmaan hain markaz mein aisi hukumat xe x xa,1
ke lungaa pakistani hun musalmaan hun momina hun gujrati hun aur larki hun,0
aditya ek case batado proof ke saath love jihad kya hindu ladke musalmaan ladkiyo ki zindagi nahi barbaad karte,1
mali isse pta chalta hain ki logo ki soch kaisi hain baat ho rahi xe x xa,0
delhi hi nahin puri india mein hai yeh virus,0
ye bhosdika apne apko musalmaan bata taa hai ma ka loda daru piye hai wo bhi kaj xe x xa,2
sudhar ja tu gaya learn to live with peace,0
jai bhawani nsambhunath bahubli njo musalmaan puri duniya me kar rahe hai ye uska reaction hai nmusal xe x xa,1
ye siksha wala mudda kaam nehi karega election jeetna hain toh ye do mudda jaruru hain n n mandir xe x xa,0
ahmed miyan patel ka far dikha kar kitne election jeet gaye modi ji rss ke constitution mein musalmaan hona dis xe x xa,1
khera xe x xa,0
kyu abhi musalmaan hai to teri kyu jal rahi hai xf x f x x xf x f x x,1
gulami karna nahi aata means phir h xe x xa,0
boy dc sharma abe dharam se bhasha nhi aati samja aisa hota toh xe x xa,0
kyonki wo musalmaan hain isliye unke jaise koi kaafir nhi ho sakta,1
bahut hua hindu musalmaan nab hum karte hain modi ji ka dil se samman nlove uuuu go ahead,0
rt saudia wo log musalmaan nahi njo maasoomon ki jaan lete hain nmusalmaan to wo hain njo dusron ki khaateer apni jaan dete hain xe x xa,1
mishra har musalmaan ko zumma hi nahi balki daily five time ki namaz padni chahiye,0
rukja tera brainwash karke tu pyaar mein andha kanoon pagal premi bannke nmusalmaan banjayega,1
rt modi janeu dikha janeu dikha nrahul xf x f x xac xf x f xa x nmodi beta isi liye maine topi pehanne se mana kari thi na main musalmaan hoo xe x xa,1
sanatan hindu hoon bol kar paap mat kar bhagwan ram ek kaalpanik paatra hai kisne bola hai abe pah xe x xa,1
saal mei desh ko bhikhari bana diya dadi ke marne pe sardaro ko jala diya dalit dalit chillate rah xe x xa,1
rt misra tewari aaj hamare hi desh mein ek musalmaan hi hai jisne bhaarat ke teen tukde kiye the,1
rt ahmedabdullah acha musalmaan banna hai xe x d xa xef xb x f ninshallah,0
aise pakistani musalmaan ya hindu ke hone na hone se kiya farq parta hai jo khud ko logon xe x xa,0
rt paresh mesta youth hindu activist killed by jehadi radicals at honnavara karnataka humanrightsday xe x xa,1
rt om xe x xa,0
omji hindu bhanu narayan xe x xa,0
rt genitals cut hot oil poured on eyes and face head split into two condition of hindu dalit activist paresh mesta will xe x xa,1
rt here is an interesting stat n n million indian muslims n joined isis nthat s n n billion indian hindus nestimated xe x xa,1
rt they called us hindu extremists saffron terrorists hindutva killers maut ka saudagars church attackers butchers of ind xe x xa,1
rt i am shocked to see how some accounts are religiously targeting hindu girls n ni am going to report all such id and their s xe x xa,1
rt karnataka paresh mesta s family says that he had been kidnapped by a muslim mob while trying to escape from their stone xe x xa,0
rt two suspected bangladeshi terrorists arms dealer arrested with fake aadhaar card in kolkata both are using hindu names n xe x xa,1
rt gargi did we see you doing anna daan during daan parva did we see you doing animal welfare under gou sewa no we saw fad xe x xa,0
rt this whole business of dismissing all hindu texts especially if they are considered sacred as myth has been part of xe x xa,1
rt bjp pdp govt told the supreme court that it has no plans of setting up a minorities commission in j amp,0
rt the two impossible things modi did is making raga hindu and manmohan speak,1
xe x xa,0
rt xe x xa,0
rt ravi shankar prasad accused rahulgandhi of playing soft hindutva card to appease the hindu population of the state he as xe x xa,1
rt remember when col purohit was illegally arrested and tortured to give hindu terror theory gen deepak kapoor was army chie xe x xa,1
rt are the ancient hindu myths of a land bridge connecting india and sri lanka true scientific analysis suggests they are xe x xa,0
rt omji hindu bhanu narayan xe x xa,0
rt ap xe xb xaa xe xb x d xe xb xb xe xb x c xe xb xb xe xb x xe xb xaa xe xb xbe xe xb xb xe xb x d xe xb x f xe xb x xe xb xaa xe xb xbf xe xb xb xe xb xbe xe xb xaf xe xb xbf xe xb x xe xb xaa xe xb x xe xb xb xe xb xaa xe xb x xe xb xa xe xb x e xe xb x xe xb xa xe xb x xe xb x b xe xb xaa xe xb x xe xb xaa xe xb x d xe xb xb xe xb xa xe xb xb xe xb x d xe xb xb xe xb xbf xe xb x xe xb xb xe xb x d xe xb xa xe xb x xe xb xa xe xb x d xe xb xa xe xb xbe xe xb xb xe xb x xe xb x xe xb xa xe xb x d xe xb xa xe xb xa xe xb xbe xe xb xa xe xb xbf xe xb x xe xb xbf xe xb xa xe xb xbf xe xb xa xe xb x d xe xb xa xe xb x xe xb xa xe xb xbf xe xb xb xe xb xbf xe xb xa xe xb x xe xb xa xe xb x xe xb x xe xb xbf xe xb xa xe xb x d xe xb xa xe xb xb xe xb x xe xb xb xe xb x xe xb x c xe xb xb xe xb xbf xe xb x xe xb xbf xe xb xa xe xb xb xe xb x xe xb x xe xb x f xe xb xb xe xb x xe xb x xe xb xa xe xb xbe xe xb xb xe xb xb xe xb xa xe xb xb xe xb x xe x xa,0
this is good opportunity for all citizens of the country xe x xa,0
this is called development pappu thinks that by faking as hindu and shiv bhakat he can befool us,0
obessi ka janetic baap hindu jo dahra,1
rt is that why maharashtra banned hindu rituals calling it superstion,1
rt your next pil i guess,0
asli maza to uske baad h jab kuch dino baad wahi hindu ma bahen beti apni pati ya baap ko batati h ki xe x xa,1
coming together for music the hindu dh digitalhumanities,0
aap gathers strength in varanasi the hindu xe x xa,0
ye to har din hota hai read hindu nsometimes write other way round,0
jammu ko save karo,0
rt yadav hindus and jews have much more similarities both are cultures ethnic group oriented religion both faced many ups and dow xe x xa,0
rt ugra always remember the sethu is much much older than the mandir was put in place by the lord himself what dr achieved xe x xa,0
rt amruta fadnavis david and amanda fernandes working to save the souls of hindu heathens and close xe x xa,0
in hindu mythology a married man must be accompanied by wife ardhangani at teerth unless physically un xe x xa,0
amruta fadnavis onlyhindushang savanrathod sajjadmughal xe x xa,0
hindu ohh yes given the stiff competition he underwent this is a news indeed xf x f x x xf x f x x,0
pelu xe x xa,0
rt genitals cut hot oil poured on eyes and face head split into two condition of hindu dalit activist paresh mesta will the se xe x xa,1
rt rohatgi anshul exactly my point i asked the question nlets assume the man was a muslim and zairawasim xe x xa,1
rt addressed students of begum sharifa kalsekar school one of mumbai xe x x s finest girls xe x x schools it xe x x s founding principal was je xe x xa,0
rt amruta i xe x x m a proud hindu like many i celebrate every festival in my country that is an individual choice xe x xa,0
rt xf x f x x when islamists kill thousands roaming all around the world terrorism has no religion n xf x f x x when a hindu maniac murders hind xe x xa,1
rt intellectuals called hindu terror behind gauri lankesh murder accused identified as tahir hussain who supplied arms to kill xe x xa,1
kaushik so you will trust marxist c xe x xa,0
haha rahul and other ministers are using our money to use z security maybe we shud reduce his security xe x xa,0
rt in a hindu dominant country more than hindus are seeking permission from minority so they can build a rammandi xe x xa,1
what is your duty saving hindus or those who kill mutilate rape n plunder them xe x xa,1
omji xe x xa,0
rt omji xe x xa,0
amruta you r as much a proud hindu as rahul gandhi is a janeu dhari hindu don t u think orgs xe x xa,0
rt the accused in rajasthan case was arrested within hrs still media kept attacking cm raje n nhindu man s body castrated xe x xa,0
or tum l g jab hindu marta h kashmir m kerala m bengal m up bihar mai toh chupi sadh lete ho koi xe x xa,1
rt met his excellency governer of karnataka shri vajubhai rudabhai vala ji at raj bhavan informed him about the brutal mur xe x xa,0
rt a cheat india mohua xe x xa,0
rt amruta amruta ji i have written several emails to your home department bureaucrats but no reply can xe x xa,0
rt agan trphungrymedia barking xc x against hindu saints nand no coverage on moulavis padris n,1
rt gauri lankesh was killed right wing bjp supporters celebrated nbengali labourer killed in raj by hindu fanatic in name of hi xe x xa,1
rt cow is bleeding badly after muslims fed her bomb cow allegedly belongs to poor hindu farmer xe x xa,1
amruta you are a sickular that we love to hate it is time to fire fadnavis we need a xe x xa,1
rt bomb fed to poor hindu farmer s cow by muslims in madhya pradesh india because cows are sacred in hinduism https xe x xa,1
pandeyg xe x xa,0
lose your temper please we want to see how uglier khangress can get please madam xe x xa,0
rt amruta fadnavis this is not positivity it is bs but fits with bjp funding church from goa to aru xe x xa,0
rt hindu unity forced to visit temple who once said xe xa x c xe xa x b xe xa xae xe xa x xe xa xa xe xa xbf xe xa xb xe xa x c xe xa xbe xe xa xa xe xa x xe xa xb xe xa x xe xa xb xe xa x b xe xa xb xe xa xb xe xa xa xe xa xbc xe xa x xe xa x xe xa x b xe xa x xe xa xa xe xa xbc xe xa xa xe xa x xe xa xb xe xa x n nimagine if we all unit xe x xa,0
rt nasa scientists confirm ram sethu but ponzi bhakt and told sc ram never existed and neither xe x xa,0
rt you cannot be a congi and be a hindu at the same time its mathematically im xe x xa,0
in but aap hi log to xe x xa,0
tere kayii mulle bhai aatankwadi ban rahe hai n nunko dila d xe x xa,1
be aatankwadi ki aulad abhi to suruvat hai jis din hum hindu o ki khopadi degree xe x xa,1
rt is chutiya ko poochta bhi koun hai yanha n naatankwadi kutton ki ta xe x xa,1
rt rajasthan me rss ke aatankwadi ne lovejihad ke naam par gharib musalman afrazul ko zinda jala kar maar diya gaya n n aj xe x xa,1
chup be lode maderchod bhosdike aatankwadi ki aulad raandi hi aulad,2
rt kashmir nkya chahte ho n aazaadi naur aati kya hai n barbaadi nlog tumhare n fasaadi nsoch tumhari n jihadi nbaap tumhara n xe x xa,2
rt pakistan xf x f x xb xf x f x xb me jitne bhi aatankwadi sangathan hain kabhi unko kisi ne pakistan murdabad ka nara lagate n xe x xa,0
tripathi p phir paheli aatankwadi sushma swaraj hai kyunki visa xe x xa,0
apka aatankwadi kuch nhi krenge sir ye to pakka hai,0
suar ki aulad hai aamir saala aatankwadi hai ye,2
chup be lode maderchod bhosdike aatankwadi ki aulad,2
bhai desh ke itihas me itne aatankwadi kab mare gaye the jara ye bhi bataoge,0
akela bhare pe rahne walon ko ek aatankwadi marta hi or kya hua b xe x xa,0
rt smjh nh aata jb hmko sb pta h saboot bhi rehte h hnare pass pakistan k khilaf ki aatankwadi ko whi bhejta h hindustan xe x xa,0
mahatma gandhi n nyaa n naatankwadi harami godse,2
kya chahte ho n aazaadi nkuch aata jaata n barbaadi nlog tumhare n fasaadi nsoch tumhari n jihadi nbaap t xe x xa,2
nation kr shahi xe x xa,0
mangne ko kahta n nmagar aisa kuch nahi huaa n namerica bhi chup rashiya bhi chup n nkyu ai xe x xa,0
lag to nahi raha h sir geenti ke aadmi bhi nahi dikh rahe aur mudda wahi xe x xa,0
pta lagakar aatankwadi ko khatm kyu nahi kar dete n naise dono halat me shaq paida hota h xe x xa,0
congress party mein koi bhi aa sakta hai bhrashtachari naksali algawadi aatankwadi kanhaiya kumar hardik patel niza xe x xa,2
masjid todne ke baap bjp ne jo shamsan kiya tha wo kaun sa rashtrawadi tha aacha wo aatankwadi tha j xe x xa,1
pakistan xf x f x xb xf x f x xb me jitne bhi aatankwadi sangathan hain kabhi unko kisi ne pakistan murdabad ka nara lagat xe x xa,0
nation kr shahi xe x xa,0
ye batao aatankwadi kaun hai,0
jisko bhagana tha logne uso u p se bhag diya aur rahi aatankwadi ki w xe x xa,0
smjh nh aata jb hmko sb pta h saboot bhi rehte h hnare pass pakistan k khilaf ki aatankwadi ko whi bhejta h hindust xe x xa,0
bhagwa aatankwadi hain tu bhagwa taliban,0
aatankwadi h y suar,2
rt xe x xa,0
rt abhi kya chahte ho n aazaadi nkuch aata jaata n barbaadi nlog tumhare n fasaadi nsoch tumhari n jihadi nbaap tumha xe x xa,2
dogali media or dogale log napni maa behan ki raksha k liye ek ko maarne vala aatankwadi h or lakho begunaaho ko xe x xa,2
buddha bhi n naise logo ke juth ko naam diya gya hizabullah hizbul mujahid nahi means a xe x xa,0
gandhi baapu n nyaa n naatankwadi sanghee godse,0
whysobiased bhrasth neta desh drohi abhineta aatankwadi sab khaas sant asaram aam,0
kashmir nkya chahte ho n aazaadi naur aati kya hai n barbaadi nlog tumhare n fasaadi nsoch tumhari n jihadi nba xe x xa,2
bhagwan talibanis are aatankwadi hindu condemned bhagwa taliban they are terrorist,1
or lunch kis aatankwadi k saath fix tha,0
hello sanghee prof n nvandematram yaad karle pahle n nor n nnathu godse gaddar namakharaam aatankwadi xe x xa,2
konsa indian mujahid kabka khatam ho chuka he aur mughal agar aatankwadi the to kyu sal raj karn xe x xa,0
india aatankwadi hindu machinry jis ka mool sansthapak p jawahar lal hai jis ne sab xe x xa,1
magar kisi ne socha nahi n ngermany ki hotel pe humla huaa n ngermani ne badla liya kuch hi xe x xa,0
abe bjp ka dalal jab bangladesh desh m murder karne wala zakir nayak se barbhawit tha to tum go xe x xa,2
aatankwadi ko marna hi chahiye aatnkwad par p bath nahi karte ho armi ke hamare jwan jab sahid hote hai tab xe x xa,0
ye sab karne k baad congi pm ko dosh deti hai kitni tadpan hai inme notbandi ki vajah seesab pag xe x xa,0
khatma kyu nahi kar dete n nek sochne wali baat samne aayi n nkya sabhi desh aur midiya m xe x xa,0
aek aatankwadi hai ya sub aatankwadi hain,0
patra ji becharo ki satta chhin li sare kaale karnaame ujagar ker diye sare algawwadi aatankwadi ris xe x xa,0
hum indian kahte hai aatankwadi se humhe bachao now here terrorist are saying that save us from israel,0
jamei aatankwadi ke upar kadi karwai horahahai pratidin xe x xa,0
waha to kui vampanthi naxalwadi aatankwadi student to nehihena jase jnu ke zoo park me bhare padehai,0
